음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
,,,,커피앤스쿱,서울 마포구 성산동 593-1,3.7565913,홀로그램전시관,서울 마포구 상암동 1606,브라이트룸,서울 마포구 망원동 422-4,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,구움소리,서울 마포구 상암동 36-41,3.7565913,성산아트컬처,서울 마포구 성산동 114-7,윤아숲,서울 마포구 상암동,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
일미락 상암점,한식,3.768805,서울 마포구 상암동 1493,이디야커피 마포구청점,서울 마포구 성산동 591-4,3.7565913,문화비축기지 공연장,서울 마포구 성산동 670,망리단길,서울 마포구 망원동,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
스시린,일식,3.3447227,서울 마포구 성산동 590-5,스타벅스 상암DMC점,서울 마포구 상암동 1654,3.7565913,시루뫼갤러리,서울 은평구 증산동 187-19,마포난지생명길,서울 마포구 상암동,성미모텔,모텔,0.60531545,서울 마포구 성산동 252-4
일등식당,한식,3.768805,서울 마포구 망원동 476-1,디퓨즈,서울 마포구 망원동 479-53,3.7565908,사월갤러리 홍대점,서울 마포구 성산동 210-1,방탄소년단 1호숲,서울 마포구 상암동 482-222,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
옥자회관,일식,3.3447227,서울 마포구 상암동 2-29,카페 고잉홈,서울 마포구 망원동 468-17,3.7565913,은평문화원,서울 은평구 수색동 417-5,윤아숲,서울 마포구 상암동,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
,,,,솔리드커피,서울 마포구 성산동 590-2,3.7565913,사월갤러리 홍대점,서울 마포구 성산동 210-1,상암산 DMC체험나들길,서울 마포구 상암동,스탠포드호텔 서울,호텔,3.727446,서울 마포구 상암동 1587
초한초마,중식,3.5338192,서울 마포구 망원동 471-27,82년생김민경X카페르세,서울 마포구 상암동 1615,3.7565913,반딧불이생태관,서울 마포구 상암동 481-6,정용화숲,서울 마포구 상암동 1535,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
서노스시,일식,3.3447227,서울 마포구 성산동 278-22,매머드익스프레스 마포구청점,서울 마포구 성산동 590-5,3.7565913,성미산마을극장,서울 마포구 성산동 249-10,매봉산,서울 마포구 성산동 산 53-7,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,카페 고잉홈,서울 마포구 망원동 468-17,3.7565913,문화비축기지 공연장,서울 마포구 성산동 670,난지도길,서울 마포구 성산동,성미모텔,모텔,0.60531545,서울 마포구 성산동 252-4
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,FC서울팬카페,서울 마포구 성산동 421-2,3.7565908,홀로그램전시관,서울 마포구 상암동 1606,방탄소년단 1호숲,서울 마포구 상암동 482-222,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
